date,fundlabel,nav
2007-07-17,TAIL00,1360520.0999999999
2007-07-18,TAIL00,1358496.0999999999
2007-07-19,TAIL00,1362896.0999999999
2007-07-20,TAIL00,1351139.2999999998
2007-07-23,TAIL00,1355715.2999999998
2007-07-24,TAIL00,1335096.2999999998
2007-07-25,TAIL00,1336270.8
2007-07-26,TAIL00,1309605.2999999998
2007-07-27,TAIL00,1297773.3
2007-07-30,TAIL00,1307082.2999999998
2007-07-31,TAIL00,1302427.7999999998
2007-08-01,TAIL00,1295989.7999999998
2007-08-02,TAIL00,1310953.7999999998
2007-08-03,TAIL00,1287463.7999999998
2007-08-06,TAIL00,1304950.7999999998
2007-08-07,TAIL00,1313302.7999999998
2007-08-08,TAIL00,1329267.2999999998
2007-08-09,TAIL00,1303906.7999999996
2007-08-10,TAIL00,1301035.7999999998
2007-08-13,TAIL00,1302514.7999999998
2007-08-14,TAIL00,1281895.7999999998
2007-08-15,TAIL00,1269106.7999999998
2007-08-16,TAIL00,1277458.7999999998
2007-08-17,TAIL00,1306592.9249999998
2007-08-20,TAIL00,1300589.9249999996
2007-08-21,TAIL00,1300499.9249999998
2007-08-22,TAIL00,1307879.9249999998
2007-08-23,TAIL00,1306259.9249999998
2007-08-24,TAIL00,1315349.9249999998
2007-08-27,TAIL00,1306079.9249999998
2007-08-28,TAIL00,1287584.9249999998
2007-08-29,TAIL00,1303964.9249999998
2007-08-30,TAIL00,1302479.9249999998
2007-08-31,TAIL00,1310939.9249999998
2007-09-04,TAIL00,1320974.9249999998
2007-09-05,TAIL00,1315664.9249999998
2007-09-06,TAIL00,1317149.9249999998
2007-09-07,TAIL00,1306259.9249999998
2007-09-10,TAIL00,1304414.9249999998
2007-09-11,TAIL00,1313414.9249999998
2007-09-12,TAIL00,1316609.9249999998
2007-09-13,TAIL00,1322594.9249999998
2007-09-14,TAIL00,1322054.9249999998
2007-09-17,TAIL00,1313504.9249999998
2007-09-18,TAIL00,1343069.9249999998
2007-09-19,TAIL00,1348694.925
2007-09-20,TAIL00,1339649.9249999998
2007-09-21,TAIL00,1341407.1749999998
2007-09-24,TAIL00,1338212.1749999998
2007-09-25,TAIL00,1335572.1749999996
2007-09-26,TAIL00,1340852.1749999998
2007-09-27,TAIL00,1347672.1749999998
2007-09-28,TAIL00,1344196.1749999998
2007-10-01,TAIL00,1358100.1749999998
2007-10-02,TAIL00,1357352.1749999998
2007-10-03,TAIL00,1355064.1749999998
2007-10-04,TAIL00,1356692.1749999998
2007-10-05,TAIL00,1370024.1749999998
2007-10-08,TAIL00,1362720.1749999998
2007-10-09,TAIL00,1373940.1749999998
2007-10-10,TAIL00,1371916.1749999998
2007-10-11,TAIL00,1367604.1749999998
2007-10-12,TAIL00,1373412.1749999998
2007-10-15,TAIL00,1363732.1749999998
2007-10-16,TAIL00,1354096.1749999998
2007-10-17,TAIL00,1355416.1749999998
2007-10-18,TAIL00,1350840.1749999998
2007-10-19,TAIL00,1326298.7349999999
2007-10-22,TAIL00,1332810.7349999999
2007-10-23,TAIL00,1341522.7349999999
2007-10-24,TAIL00,1339630.7349999999
2007-10-25,TAIL00,1342182.7349999999
2007-10-26,TAIL00,1355030.7349999999
2007-10-29,TAIL00,1358814.7349999999
2007-10-30,TAIL00,1351114.7349999999
2007-10-31,TAIL00,1361234.7349999999
2007-11-01,TAIL00,1337650.7349999999
2007-11-02,TAIL00,1339806.7349999999
2007-11-05,TAIL00,1332810.7349999999
2007-11-06,TAIL00,1344558.7349999999
2007-11-07,TAIL00,1318202.7349999999
2007-11-08,TAIL00,1314022.7349999999
2007-11-09,TAIL00,1304606.7349999996
2007-11-12,TAIL00,1294618.7349999999
2007-11-13,TAIL00,1319918.7349999999
2007-11-14,TAIL00,1319786.7349999999
2007-11-15,TAIL00,1309754.7349999999
2007-11-16,TAIL00,1309486.775
2007-11-19,TAIL00,1293470.775
2007-11-20,TAIL00,1294471.7749999997
2007-11-21,TAIL00,1273860.275
2007-11-23,TAIL00,1289557.775
2007-11-26,TAIL00,1268445.775
2007-11-27,TAIL00,1281549.775
2007-11-28,TAIL00,1321362.275
2007-11-29,TAIL00,1321498.775
2007-11-30,TAIL00,1336923.275
2007-12-03,TAIL00,1327413.775
2007-12-04,TAIL00,1315265.2750000001
2007-12-05,TAIL00,1336013.275
2007-12-06,TAIL00,1353894.775
2007-12-07,TAIL00,1353712.775
2007-12-10,TAIL00,1363722.775
2007-12-11,TAIL00,1328369.275
2007-12-12,TAIL00,1341291.275
2007-12-13,TAIL00,1338470.275
2007-12-14,TAIL00,1317767.775
2007-12-17,TAIL00,1305528.275
2007-12-18,TAIL00,1311261.275
2007-12-19,TAIL00,1309850.775
2007-12-20,TAIL00,1314719.275
2007-12-21,TAIL00,1326460.5499999998
2007-12-24,TAIL00,1336061.0499999998
2007-12-26,TAIL00,1337689.0499999998
2007-12-27,TAIL00,1323389.0499999998
2007-12-28,TAIL00,1320617.0499999998
2007-12-31,TAIL00,1312961.0499999998
2008-01-02,TAIL00,1302093.0499999998
2008-01-03,TAIL00,1300421.05
2008-01-04,TAIL00,1270149.0499999998
2008-01-07,TAIL00,1268213.0499999998
2008-01-08,TAIL00,1250525.0499999998
2008-01-09,TAIL00,1261965.0499999998
2008-01-10,TAIL00,1270061.0499999998
2008-01-11,TAIL00,1260381.0499999998
2008-01-14,TAIL00,1269181.0499999998
2008-01-15,TAIL00,1235081.0499999998
2008-01-16,TAIL00,1223113.0499999998
2008-01-17,TAIL00,1194425.0499999998
2008-01-18,TAIL00,1179200.6099999999
2008-01-22,TAIL00,1158476.6099999999
2008-01-23,TAIL00,1180571.61
2008-01-24,TAIL00,1188716.6099999999
2008-01-25,TAIL00,1175711.6099999999
2008-01-28,TAIL00,1189796.6099999999
2008-01-29,TAIL00,1194341.6099999999
2008-01-30,TAIL00,1186601.6099999999
2008-01-31,TAIL00,1206221.6099999999
2008-02-01,TAIL00,1220666.6099999999
2008-02-04,TAIL00,1207976.6099999999
2008-02-05,TAIL00,1183091.6099999999
2008-02-06,TAIL00,1176341.6099999999
2008-02-07,TAIL00,1182416.6099999999
2008-02-08,TAIL00,1175621.6099999999
2008-02-11,TAIL00,1177331.6099999999
2008-02-12,TAIL00,1185161.6099999999
2008-02-13,TAIL00,1192676.6099999999
2008-02-14,TAIL00,1183631.6099999999
2008-02-15,TAIL00,1182719.4599999997
2008-02-19,TAIL00,1186139.46
2008-02-20,TAIL00,1190010.96
2008-02-21,TAIL00,1179179.46
2008-02-22,TAIL00,1187444.46
2008-02-25,TAIL00,1199667.96
2008-02-26,TAIL00,1206932.4600000002
2008-02-27,TAIL00,1206932.46
2008-02-28,TAIL00,1196709.96
2008-02-29,TAIL00,1176525.96
2008-03-03,TAIL00,1173524.46
2008-03-04,TAIL00,1168173.96
2008-03-05,TAIL00,1173654.96
2008-03-06,TAIL00,1155515.46
2008-03-07,TAIL00,1145162.46
2008-03-10,TAIL00,1133939.46
2008-03-11,TAIL00,1167173.46
2008-03-12,TAIL00,1158516.9600000002
2008-03-13,TAIL00,1160430.96
2008-03-14,TAIL00,1146206.4600000002
2008-03-17,TAIL00,1138071.96
2008-03-18,TAIL00,1174437.96
2008-03-19,TAIL00,1156472.46
2008-03-20,TAIL00,1173764.5799999998
2008-03-24,TAIL00,1191730.0799999998
2008-03-25,TAIL00,1193165.5799999998
2008-03-26,TAIL00,1181116.0799999998
2008-03-27,TAIL00,1177853.5799999998
2008-03-28,TAIL00,1167848.5799999998
2008-03-31,TAIL00,1170458.5799999998
2008-04-01,TAIL00,1199386.08
2008-04-02,TAIL00,1200865.0799999998
2008-04-03,TAIL00,1203910.0799999998
2008-04-04,TAIL00,1201691.5799999996
2008-04-07,TAIL00,1200647.5799999998
2008-04-08,TAIL00,1199342.5799999998
2008-04-09,TAIL00,1192774.0799999998
2008-04-10,TAIL00,1192600.0799999998
2008-04-11,TAIL00,1175287.0799999998
2008-04-14,TAIL00,1172242.0799999998
2008-04-15,TAIL00,1171850.5799999998
2008-04-16,TAIL00,1194992.5799999998
2008-04-17,TAIL00,1195949.5799999998
2008-04-18,TAIL00,1207182.15
2008-04-21,TAIL00,1207747.65
2008-04-22,TAIL00,1203093.15
2008-04-23,TAIL00,1200831.15
2008-04-24,TAIL00,1204789.65
2008-04-25,TAIL00,1213663.65
2008-04-28,TAIL00,1213489.65
2008-04-29,TAIL00,1210009.65
2008-04-30,TAIL00,1203919.65
2008-05-01,TAIL00,1224930.15
2008-05-02,TAIL00,1227235.65
2008-05-05,TAIL00,1221841.65
2008-05-06,TAIL00,1230411.15
2008-05-07,TAIL00,1212184.65
2008-05-08,TAIL00,1208443.65
2008-05-09,TAIL00,1207312.65
2008-05-12,TAIL00,1217578.65
2008-05-13,TAIL00,1217622.15
2008-05-14,TAIL00,1219057.65
2008-05-15,TAIL00,1232194.65
2008-05-16,TAIL00,1233383.0699999998
2008-05-19,TAIL00,1236906.5699999998
2008-05-20,TAIL00,1225382.5699999996
2008-05-21,TAIL00,1200571.5699999998
2008-05-22,TAIL00,1201474.5699999998
2008-05-23,TAIL00,1180920.5699999996
2008-05-27,TAIL00,1189735.5699999998
2008-05-28,TAIL00,1195239.5699999998
2008-05-29,TAIL00,1201517.5699999998
2008-05-30,TAIL00,1204484.5699999998
2008-06-02,TAIL00,1191455.5699999998
2008-06-03,TAIL00,1184016.5699999998
2008-06-04,TAIL00,1183758.5699999998
2008-06-05,TAIL00,1209472.5699999998
2008-06-06,TAIL00,1168493.5699999998
2008-06-09,TAIL00,1172019.5699999998
2008-06-10,TAIL00,1165010.5699999998
2008-06-11,TAIL00,1142994.5699999998
2008-06-12,TAIL00,1147509.5699999998
2008-06-13,TAIL00,1166085.5699999998
2008-06-16,TAIL00,1166085.5699999998
2008-06-17,TAIL00,1157700.5699999998
2008-06-18,TAIL00,1142263.5699999998
2008-06-19,TAIL00,1142994.5699999998
2008-06-20,TAIL00,1114178.1199999999
2008-06-23,TAIL00,1111426.1199999999
2008-06-24,TAIL00,1109116.1199999999
2008-06-25,TAIL00,1112560.1199999999
2008-06-26,TAIL00,1088410.1199999999
2008-06-27,TAIL00,1082488.1199999999
2008-06-30,TAIL00,1085554.1199999999
2008-07-01,TAIL00,1089040.1199999999
2008-07-02,TAIL00,1073920.1199999999
2008-07-03,TAIL00,1074550.1199999999
2008-07-07,TAIL00,1063420.1199999999
2008-07-08,TAIL00,1078078.1199999999
2008-07-09,TAIL00,1060858.1199999999
2008-07-10,TAIL00,1066234.1199999999
2008-07-11,TAIL00,1055146.1199999999
2008-07-14,TAIL00,1046620.1199999999
2008-07-15,TAIL00,1030408.1199999999
2008-07-16,TAIL00,1052542.1199999999
2008-07-17,TAIL00,1065982.1199999999
2008-07-18,TAIL00,1077532.1199999999
2008-07-21,TAIL00,1074172.1199999999
2008-07-22,TAIL00,1083097.1199999999
2008-07-23,TAIL00,1088579.6199999999
2008-07-24,TAIL00,1070389.6199999999
2008-07-25,TAIL00,1068774.6199999999
2008-07-28,TAIL00,1056194.6199999999
2008-07-29,TAIL00,1073449.6199999999
2008-07-30,TAIL00,1089727.1199999999
2008-07-31,TAIL00,1078592.1199999999
2008-08-01,TAIL00,1074469.6199999999
2008-08-04,TAIL00,1064694.6199999999
2008-08-05,TAIL00,1087772.1199999999
2008-08-06,TAIL00,1091597.1199999999
2008-08-07,TAIL00,1078252.1199999999
2008-08-08,TAIL00,1094827.1199999999
2008-08-11,TAIL00,1104219.6199999999
2008-08-12,TAIL00,1095252.1199999999
2008-08-13,TAIL00,1089429.6199999999
2008-08-14,TAIL00,1095167.1199999999
2008-08-15,TAIL00,1099497.8699999999
2008-08-18,TAIL00,1081902.8699999999
2008-08-19,TAIL00,1068770.3699999999
2008-08-20,TAIL00,1074210.3699999999
2008-08-21,TAIL00,1076122.8699999999
2008-08-22,TAIL00,1093590.3699999999
2008-08-25,TAIL00,1074762.8699999999
2008-08-26,TAIL00,1077227.8699999999
2008-08-27,TAIL00,1086025.3699999999
2008-08-28,TAIL00,1096437.8699999999
2008-08-29,TAIL00,1086832.8699999999
2008-09-02,TAIL00,1081010.3699999999
2008-09-03,TAIL00,1079905.3699999999
2008-09-04,TAIL00,1053002.8699999999
2008-09-05,TAIL00,1054915.3699999999
2008-09-08,TAIL00,1075655.3699999999
2008-09-09,TAIL00,1045777.8699999999
2008-09-10,TAIL00,1051217.8699999999
2008-09-11,TAIL00,1067197.8699999999
2008-09-12,TAIL00,1069662.8699999999
2008-09-15,TAIL00,1029117.8699999999
2008-09-16,TAIL00,1050877.8699999999
2008-09-17,TAIL00,1006762.8699999999
2008-09-18,TAIL00,1043397.8699999999
2008-09-19,TAIL00,1077533.8699999999
2008-09-22,TAIL00,1071498.8699999999
2008-09-23,TAIL00,1053106.8699999999
2008-09-24,TAIL00,1055306.8699999999
2008-09-25,TAIL00,1065954.8699999999
2008-09-26,TAIL00,1066790.8699999999
2008-09-29,TAIL00,1012010.8699999999
2008-09-30,TAIL00,1038498.8699999999
2008-10-01,TAIL00,1038234.8699999999
2008-10-02,TAIL00,1015046.8699999999
2008-10-03,TAIL00,1007478.8699999999
2008-10-06,TAIL00,972982.8699999999
2008-10-07,TAIL00,956130.8699999999
2008-10-08,TAIL00,951114.8699999999
2008-10-09,TAIL00,937166.8699999999
2008-10-10,TAIL00,925726.8699999999
2008-10-13,TAIL00,957406.8699999999
2008-10-14,TAIL00,951686.8699999999
2008-10-15,TAIL00,930962.8699999999
2008-10-16,TAIL00,938662.8699999999
2008-10-17,TAIL00,928102.8699999999
2008-10-20,TAIL00,960530.8699999999
2008-10-21,TAIL00,977968.3699999998
2008-10-22,TAIL00,1000055.8699999999
2008-10-23,TAIL00,1008890.8699999999
2008-10-24,TAIL00,1007495.8699999999
2008-10-27,TAIL00,1023166.3699999999
2008-10-28,TAIL00,1108726.3699999999
2008-10-29,TAIL00,1100123.8699999999
2008-10-30,TAIL00,1132348.3699999999
2008-10-31,TAIL00,1137788.8699999999
2008-11-03,TAIL00,1137649.3699999999
2008-11-04,TAIL00,1164340.3699999999
2008-11-05,TAIL00,1128116.8699999999
2008-11-06,TAIL00,1084453.3699999999
2008-11-07,TAIL00,1109423.8699999999
2008-11-10,TAIL00,1098868.3699999999
2008-11-11,TAIL00,1073200.3699999999
2008-11-12,TAIL00,1035907.3699999998
2008-11-13,TAIL00,1084220.8699999999
2008-11-14,TAIL00,1045346.8699999999
2008-11-17,TAIL00,1035442.3699999999
2008-11-18,TAIL00,1053670.3699999999
2008-11-19,TAIL00,996661.3699999999
2008-11-20,TAIL00,935978.8699999999
2008-11-21,TAIL00,967624.4449999998
2008-11-24,TAIL00,1051231.4449999998
2008-11-25,TAIL00,1056090.4449999998
2008-11-26,TAIL00,1080893.9449999998
2008-11-28,TAIL00,1091515.9449999998
2008-12-01,TAIL00,1026371.4449999998
2008-12-02,TAIL00,1049762.4449999998
2008-12-03,TAIL00,1068746.4449999998
2008-12-04,TAIL00,1053886.9449999998
2008-12-05,TAIL00,1072475.445
2008-12-08,TAIL00,1097109.4449999998
2008-12-09,TAIL00,1084283.9449999998
2008-12-10,TAIL00,1086656.9449999998
2008-12-11,TAIL00,1065243.4449999998
2008-12-12,TAIL00,1073492.4449999998
2008-12-15,TAIL00,1063209.4449999998
2008-12-16,TAIL00,1097561.4449999998
2008-12-17,TAIL00,1085752.9449999998
2008-12-18,TAIL00,1064734.9449999998
2008-12-19,TAIL00,1056618.7199999997
2008-12-22,TAIL00,1042663.2199999999
2008-12-23,TAIL00,1038670.2199999999
2008-12-24,TAIL00,1041150.7199999999
2008-12-26,TAIL00,1043570.7199999999
2008-12-29,TAIL00,1038609.7199999999
2008-12-30,TAIL00,1055610.2199999997
2008-12-31,TAIL00,1067226.2199999997
2009-01-02,TAIL00,1087312.2199999997
2009-01-05,TAIL00,1084952.7199999997
2009-01-06,TAIL00,1090881.7199999997
2009-01-07,TAIL00,1070977.2199999997
2009-01-08,TAIL00,1073760.2199999997
2009-01-09,TAIL00,1057304.2199999997
2009-01-12,TAIL00,1044780.7199999999
2009-01-13,TAIL00,1042602.7199999999
2009-01-14,TAIL00,1026812.2199999999
2009-01-15,TAIL00,1027659.22
2009-01-16,TAIL00,1034435.2199999999
2009-01-20,TAIL00,1035766.2199999997
2009-01-21,TAIL00,1043254.2199999999
2009-01-22,TAIL00,1031862.2199999999
2009-01-23,TAIL00,1037174.2199999999
2009-01-26,TAIL00,1036790.2199999999
2009-01-27,TAIL00,1039798.2199999999
2009-01-28,TAIL00,1063350.2199999997
2009-01-29,TAIL00,1037430.2199999999
2009-01-30,TAIL00,1021622.2199999999
2009-02-02,TAIL00,1018870.2199999999
2009-02-03,TAIL00,1026358.2199999999
2009-02-04,TAIL00,1022262.2199999999
2009-02-05,TAIL00,1034998.2199999999
2009-02-06,TAIL00,1058102.2199999997
2009-02-09,TAIL00,1058038.2199999997
2009-02-10,TAIL00,1022518.2199999999
2009-02-11,TAIL00,1024118.2199999999
2009-02-12,TAIL00,1020982.2199999999
2009-02-13,TAIL00,1015286.2199999999
2009-02-17,TAIL00,990070.2199999999
2009-02-18,TAIL00,992118.2199999997
2009-02-19,TAIL00,984182.22
2009-02-20,TAIL00,992278.8599999999
2009-02-23,TAIL00,974166.8599999999
2009-02-24,TAIL00,998652.8599999998
2009-02-25,TAIL00,991194.8599999999
2009-02-26,TAIL00,975684.8599999999
2009-02-27,TAIL00,957534.8599999999
2009-03-02,TAIL00,927966.8599999996
2009-03-03,TAIL00,921300.8599999996
2009-03-04,TAIL00,934302.8599999999
2009-03-05,TAIL00,903216.8599999998
2009-03-06,TAIL00,903150.8599999998
2009-03-09,TAIL00,896088.8599999998
2009-03-10,TAIL00,932124.8599999998
2009-03-11,TAIL00,939120.8599999998
2009-03-12,TAIL00,968094.8599999998
2009-03-13,TAIL00,976476.8599999998
2009-03-16,TAIL00,973836.8599999998
2009-03-17,TAIL00,994230.8599999999
2009-03-18,TAIL00,1013502.8599999998
2009-03-19,TAIL00,1006638.8599999998
2009-03-20,TAIL00,992806.5799999997
2009-03-23,TAIL00,1048444.5799999998
2009-03-24,TAIL00,1029304.5799999997
2009-03-25,TAIL00,1037584.5799999998
2009-03-26,TAIL00,1052164.5799999998
2009-03-27,TAIL00,1037824.5799999998
2009-03-30,TAIL00,1013104.58
2009-03-31,TAIL00,1019464.5799999998
2009-04-01,TAIL00,1031884.5799999998
2009-04-02,TAIL00,1054924.5799999998
2009-04-03,TAIL00,1062244.5799999998
2009-04-06,TAIL00,1055164.5799999996
2009-04-07,TAIL00,1034824.58
2009-04-08,TAIL00,1041544.5799999998
2009-04-09,TAIL00,1073284.5799999998
2009-04-13,TAIL00,1071904.5799999998
2009-04-14,TAIL00,1055824.5799999996
2009-04-15,TAIL00,1064704.5799999998
2009-04-16,TAIL00,1078264.5799999998
2009-04-17,TAIL00,1084427.1799999997
2009-04-20,TAIL00,1027727.1799999998
2009-04-21,TAIL00,1041014.1799999998
2009-04-22,TAIL00,1039724.1799999998
2009-04-23,TAIL00,1045529.1799999998
2009-04-24,TAIL00,1057913.1799999997
2009-04-27,TAIL00,1050431.1799999997
2009-04-28,TAIL00,1047593.1799999998
2009-04-29,TAIL00,1064169.6799999997
2009-04-30,TAIL00,1066104.6799999997
2009-05-01,TAIL00,1067136.6799999997
2009-05-04,TAIL00,1098032.1799999997
2009-05-05,TAIL00,1093259.1799999997
2009-05-06,TAIL00,1109061.6799999997
2009-05-07,TAIL00,1094742.6799999997
2009-05-08,TAIL00,1117575.6799999997
2009-05-11,TAIL00,1097064.6799999997
2009-05-12,TAIL00,1092872.1799999997
2009-05-13,TAIL00,1067717.1799999997
2009-05-14,TAIL00,1074489.6799999997
2009-05-15,TAIL00,1067275.3549999997
2009-05-18,TAIL00,1103975.8549999997
2009-05-19,TAIL00,1102815.8549999997
2009-05-20,TAIL00,1095449.8549999997
2009-05-21,TAIL00,1078745.8549999997
2009-05-22,TAIL00,1076773.8549999997
2009-05-26,TAIL00,1095797.8549999997
2009-05-27,TAIL00,1080485.8549999997
2009-05-28,TAIL00,1092665.8549999997
2009-05-29,TAIL00,1106933.8549999997
2009-06-01,TAIL00,1129727.8549999997
2009-06-02,TAIL00,1130191.8549999997
2009-06-03,TAIL00,1119345.8549999997
2009-06-04,TAIL00,1127117.8549999997
2009-06-05,TAIL00,1127407.8549999997
2009-06-08,TAIL00,1122187.8549999997
2009-06-09,TAIL00,1125783.8549999997
2009-06-10,TAIL00,1122593.8549999997
2009-06-11,TAIL00,1126595.8549999997
2009-06-12,TAIL00,1129263.8549999997
2009-06-15,TAIL00,1108673.8549999997
2009-06-16,TAIL00,1096783.8549999997
2009-06-17,TAIL00,1094985.8549999997
2009-06-18,TAIL00,1099625.8549999997
2009-06-19,TAIL00,1100983.6349999998
2009-06-22,TAIL00,1077203.6349999998
2009-06-23,TAIL00,1075912.1349999998
2009-06-24,TAIL00,1080032.6349999998
2009-06-25,TAIL00,1094977.1349999998
2009-06-26,TAIL00,1091717.6349999998
2009-06-29,TAIL00,1096945.1349999998
2009-06-30,TAIL00,1090118.6349999998
2009-07-01,TAIL00,1093378.1349999998
2009-07-02,TAIL00,1072345.1349999998
2009-07-06,TAIL00,1071484.1349999998
2009-07-07,TAIL00,1059430.1349999998
2009-07-08,TAIL00,1061644.1349999998
2009-07-09,TAIL00,1059860.6349999998
2009-07-10,TAIL00,1058446.1349999998
2009-07-13,TAIL00,1072037.6349999998
2009-07-14,TAIL00,1074497.6349999998
2009-07-15,TAIL00,1097621.6349999998
2009-07-16,TAIL00,1092148.1349999998
2009-07-17,TAIL00,1102763.65
2009-07-20,TAIL00,1115494.15
2009-07-21,TAIL00,1120726.65
2009-07-22,TAIL00,1119921.65
2009-07-23,TAIL00,1146026.65
2009-07-24,TAIL00,1151029.15
2009-07-27,TAIL00,1154306.65
2009-07-28,TAIL00,1151604.15
2009-07-29,TAIL00,1149649.15
2009-07-30,TAIL00,1157986.65
2009-07-31,TAIL00,1159481.65
2009-08-03,TAIL00,1172879.15
2009-08-04,TAIL00,1173454.15
2009-08-05,TAIL00,1171039.15
2009-08-06,TAIL00,1166324.15
2009-08-07,TAIL00,1178284.15
2009-08-10,TAIL00,1174604.15
2009-08-11,TAIL00,1163909.15
2009-08-12,TAIL00,1173224.15
2009-08-13,TAIL00,1179319.15
2009-08-14,TAIL00,1170176.65
2009-08-17,TAIL00,1150741.65
2009-08-18,TAIL00,1154709.15
2009-08-19,TAIL00,1163161.65
2009-08-20,TAIL00,1171786.65
2009-08-21,TAIL00,1192127.275
2009-08-24,TAIL00,1192759.775
2009-08-25,TAIL00,1194369.775
2009-08-26,TAIL00,1194369.775
2009-08-27,TAIL00,1196842.275
2009-08-28,TAIL00,1197072.275
2009-08-31,TAIL00,1188102.275
2009-09-01,TAIL00,1166482.275
2009-09-02,TAIL00,1162974.775
2009-09-03,TAIL00,1169184.775
2009-09-04,TAIL00,1181834.775
2009-09-08,TAIL00,1190114.775
2009-09-09,TAIL00,1195922.275
2009-09-10,TAIL00,1206214.775
2009-09-11,TAIL00,1205582.275
2009-09-14,TAIL00,1209722.275
2009-09-15,TAIL00,1213517.275
2009-09-16,TAIL00,1230077.275
2009-09-17,TAIL00,1227317.275
2009-09-18,TAIL00,1228513.275
2009-09-21,TAIL00,1225580.775
2009-09-22,TAIL00,1230698.275
2009-09-23,TAIL00,1221613.275
2009-09-24,TAIL00,1211723.275
2009-09-25,TAIL00,1206030.775
2009-09-28,TAIL00,1223223.275
2009-09-29,TAIL00,1220175.775
2009-09-30,TAIL00,1216553.275
2009-10-01,TAIL00,1192403.275
2009-10-02,TAIL00,1188378.275
2009-10-05,TAIL00,1202580.775
2009-10-06,TAIL00,1215173.275
2009-10-07,TAIL00,1217128.275
2009-10-08,TAIL00,1224028.275
2009-10-09,TAIL00,1228743.275
2009-10-12,TAIL00,1231905.775
2009-10-13,TAIL00,1229605.775
2009-10-14,TAIL00,1247660.775
2009-10-15,TAIL00,1250478.275
2009-10-16,TAIL00,1241785.9999999998
2009-10-19,TAIL00,1253400.9999999998
2009-10-20,TAIL00,1246225.4999999998
2009-10-21,TAIL00,1233569.4999999998
2009-10-22,TAIL00,1247694.4999999998
2009-10-23,TAIL00,1232269.9999999998
2009-10-26,TAIL00,1217240.9999999998
2009-10-27,TAIL00,1211421.4999999998
2009-10-28,TAIL00,1190516.4999999998
2009-10-29,TAIL00,1214924.4999999998
2009-10-30,TAIL00,1183510.4999999998
2009-11-02,TAIL00,1192211.4999999998
2009-11-03,TAIL00,1195940.4999999998
2009-11-04,TAIL00,1198200.4999999998
2009-11-05,TAIL00,1218144.9999999998
2009-11-06,TAIL00,1220856.9999999998
2009-11-09,TAIL00,1246507.9999999998
2009-11-10,TAIL00,1246225.4999999998
2009-11-11,TAIL00,1252892.4999999998
2009-11-12,TAIL00,1242044.4999999998
2009-11-13,TAIL00,1247411.9999999998
2009-11-16,TAIL00,1263344.9999999998
2009-11-17,TAIL00,1263909.9999999998
2009-11-18,TAIL00,1262779.9999999998
2009-11-19,TAIL00,1248428.9999999998
2009-11-20,TAIL00,1243990.9249999998
2009-11-23,TAIL00,1256816.4249999998
2009-11-24,TAIL00,1258216.4249999998
2009-11-25,TAIL00,1261856.4249999998
2009-11-27,TAIL00,1245840.4249999998
2009-11-30,TAIL00,1249928.4249999998
2009-12-01,TAIL00,1262080.4249999998
2009-12-02,TAIL00,1260176.4249999998
2009-12-03,TAIL00,1253008.4249999998
2009-12-04,TAIL00,1257712.4249999998
2009-12-07,TAIL00,1256200.4249999998
2009-12-08,TAIL00,1245616.4249999998
2009-12-09,TAIL00,1248640.4249999998
2009-12-10,TAIL00,1254128.4249999998
2009-12-11,TAIL00,1257376.4249999998
2009-12-14,TAIL00,1264320.4249999998
2009-12-15,TAIL00,1258664.4249999998
2009-12-16,TAIL00,1259896.4249999998
2009-12-17,TAIL00,1247912.4249999998
2009-12-18,TAIL00,1253296.8249999997
2009-12-21,TAIL00,1263320.8249999997
2009-12-22,TAIL00,1265728.8249999997
2009-12-23,TAIL00,1267632.8249999997
2009-12-24,TAIL00,1272448.8249999997
2009-12-28,TAIL00,1274744.8249999997
2009-12-29,TAIL00,1272840.8249999997
2009-12-30,TAIL00,1271944.8249999997
2009-12-31,TAIL00,1263096.8249999997
2010-01-04,TAIL00,1280008.8249999997
2010-01-05,TAIL00,1282528.8249999997
2010-01-06,TAIL00,1283032.8249999997
2010-01-07,TAIL00,1287288.8249999997
2010-01-08,TAIL00,1290424.8249999997
2010-01-11,TAIL00,1291880.8249999997
2010-01-12,TAIL00,1280680.8249999997
2010-01-13,TAIL00,1290648.8249999997
2010-01-14,TAIL00,1294008.8249999997
2010-01-15,TAIL00,1281066.6649999998
2010-01-19,TAIL00,1298034.6649999998
2010-01-20,TAIL00,1283660.1649999998
2010-01-21,TAIL00,1256631.6649999998
2010-01-22,TAIL00,1226439.6649999998
2010-01-25,TAIL00,1231434.6649999998
2010-01-26,TAIL00,1223942.1649999998
2010-01-27,TAIL00,1230491.1649999998
2010-01-28,TAIL00,1214229.6649999998
2010-01-29,TAIL00,1199744.1649999998
2010-02-01,TAIL00,1219668.6649999998
2010-02-02,TAIL00,1235430.6649999998
2010-02-03,TAIL00,1228715.1649999998
2010-02-04,TAIL00,1187312.1649999998
2010-02-05,TAIL00,1190864.1649999998
2010-02-08,TAIL00,1179708.6649999998
2010-02-09,TAIL00,1199022.6649999998
2010-02-10,TAIL00,1194804.6649999998
2010-02-11,TAIL00,1210122.6649999998
2010-02-12,TAIL00,1209789.6649999998
2010-02-16,TAIL00,1231934.1649999998
2010-02-17,TAIL00,1239315.6649999998
2010-02-18,TAIL00,1246586.1649999998
2010-02-19,TAIL00,1248867.7699999998
2010-02-22,TAIL00,1249533.7699999998
